,modality,emotion,statement,gender,features
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-04-01-02-02-02.wav,audio-only,sad,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-04-02-01-01-02.wav,audio-only,sad,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-04-02-01-02-02.wav,audio-only,sad,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-04-02-02-01-02.wav,audio-only,sad,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-04-02-02-02-02.wav,audio-only,sad,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-05-01-01-01-02.wav,audio-only,angry,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-05-01-01-02-02.wav,audio-only,angry,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-05-01-02-01-02.wav,audio-only,angry,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-05-01-02-02-02.wav,audio-only,angry,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-05-02-01-01-02.wav,audio-only,angry,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-05-02-01-02-02.wav,audio-only,angry,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-05-02-02-01-02.wav,audio-only,angry,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-05-02-02-02-02.wav,audio-only,angry,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-06-01-01-01-02.wav,audio-only,fearful,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-06-01-01-02-02.wav,audio-only,fearful,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-06-01-02-01-02.wav,audio-only,fearful,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-06-01-02-02-02.wav,audio-only,fearful,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-06-02-01-01-02.wav,audio-only,fearful,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-06-02-01-02-02.wav,audio-only,fearful,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-06-02-02-01-02.wav,audio-only,fearful,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-06-02-02-02-02.wav,audio-only,fearful,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-07-01-01-01-02.wav,audio-only,disgust,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-07-01-01-02-02.wav,audio-only,disgust,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-07-01-02-01-02.wav,audio-only,disgust,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-07-01-02-02-02.wav,audio-only,disgust,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-07-02-01-01-02.wav,audio-only,disgust,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-07-02-01-02-02.wav,audio-only,disgust,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-07-02-02-01-02.wav,audio-only,disgust,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-07-02-02-02-02.wav,audio-only,disgust,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-08-01-01-01-02.wav,audio-only,surprised,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-08-01-01-02-02.wav,audio-only,surprised,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-08-01-02-01-02.wav,audio-only,surprised,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-08-01-02-02-02.wav,audio-only,surprised,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-08-02-01-01-02.wav,audio-only,surprised,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-08-02-01-02-02.wav,audio-only,surprised,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-08-02-02-01-02.wav,audio-only,surprised,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_02\03-01-08-02-02-02-02.wav,audio-only,surprised,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-01-01-01-01-03.wav,audio-only,neutral,Kids are talking by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-01-01-01-02-03.wav,audio-only,neutral,Kids are talking by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-01-01-02-01-03.wav,audio-only,neutral,Dogs are sitting by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-01-01-02-02-03.wav,audio-only,neutral,Dogs are sitting by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-02-01-01-01-03.wav,audio-only,calm,Kids are talking by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-02-01-01-02-03.wav,audio-only,calm,Kids are talking by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-02-01-02-01-03.wav,audio-only,calm,Dogs are sitting by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-02-01-02-02-03.wav,audio-only,calm,Dogs are sitting by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-02-02-01-01-03.wav,audio-only,calm,Kids are talking by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-02-02-01-02-03.wav,audio-only,calm,Kids are talking by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-02-02-02-01-03.wav,audio-only,calm,Dogs are sitting by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-02-02-02-02-03.wav,audio-only,calm,Dogs are sitting by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-03-01-01-01-03.wav,audio-only,happy,Kids are talking by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-03-01-01-02-03.wav,audio-only,happy,Kids are talking by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-03-01-02-01-03.wav,audio-only,happy,Dogs are sitting by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-03-01-02-02-03.wav,audio-only,happy,Dogs are sitting by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-03-02-01-01-03.wav,audio-only,happy,Kids are talking by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-03-02-01-02-03.wav,audio-only,happy,Kids are talking by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-03-02-02-01-03.wav,audio-only,happy,Dogs are sitting by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-03-02-02-02-03.wav,audio-only,happy,Dogs are sitting by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-04-01-01-01-03.wav,audio-only,sad,Kids are talking by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-04-01-01-02-03.wav,audio-only,sad,Kids are talking by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-04-01-02-01-03.wav,audio-only,sad,Dogs are sitting by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-04-01-02-02-03.wav,audio-only,sad,Dogs are sitting by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-04-02-01-01-03.wav,audio-only,sad,Kids are talking by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-04-02-01-02-03.wav,audio-only,sad,Kids are talking by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-04-02-02-01-03.wav,audio-only,sad,Dogs are sitting by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-04-02-02-02-03.wav,audio-only,sad,Dogs are sitting by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-05-01-01-01-03.wav,audio-only,angry,Kids are talking by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-05-01-01-02-03.wav,audio-only,angry,Kids are talking by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-05-01-02-01-03.wav,audio-only,angry,Dogs are sitting by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-05-01-02-02-03.wav,audio-only,angry,Dogs are sitting by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-05-02-01-01-03.wav,audio-only,angry,Kids are talking by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-05-02-01-02-03.wav,audio-only,angry,Kids are talking by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-05-02-02-01-03.wav,audio-only,angry,Dogs are sitting by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-05-02-02-02-03.wav,audio-only,angry,Dogs are sitting by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-06-01-01-01-03.wav,audio-only,fearful,Kids are talking by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-06-01-01-02-03.wav,audio-only,fearful,Kids are talking by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-06-01-02-01-03.wav,audio-only,fearful,Dogs are sitting by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-06-01-02-02-03.wav,audio-only,fearful,Dogs are sitting by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-06-02-01-01-03.wav,audio-only,fearful,Kids are talking by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-06-02-01-02-03.wav,audio-only,fearful,Kids are talking by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-06-02-02-01-03.wav,audio-only,fearful,Dogs are sitting by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-06-02-02-02-03.wav,audio-only,fearful,Dogs are sitting by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-07-01-01-01-03.wav,audio-only,disgust,Kids are talking by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-07-01-01-02-03.wav,audio-only,disgust,Kids are talking by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-07-01-02-01-03.wav,audio-only,disgust,Dogs are sitting by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-07-01-02-02-03.wav,audio-only,disgust,Dogs are sitting by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-07-02-01-01-03.wav,audio-only,disgust,Kids are talking by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-07-02-01-02-03.wav,audio-only,disgust,Kids are talking by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-07-02-02-01-03.wav,audio-only,disgust,Dogs are sitting by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-07-02-02-02-03.wav,audio-only,disgust,Dogs are sitting by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-08-01-01-01-03.wav,audio-only,surprised,Kids are talking by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-08-01-01-02-03.wav,audio-only,surprised,Kids are talking by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-08-01-02-01-03.wav,audio-only,surprised,Dogs are sitting by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-08-01-02-02-03.wav,audio-only,surprised,Dogs are sitting by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-08-02-01-01-03.wav,audio-only,surprised,Kids are talking by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-08-02-01-02-03.wav,audio-only,surprised,Kids are talking by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-08-02-02-01-03.wav,audio-only,surprised,Dogs are sitting by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_03\03-01-08-02-02-02-03.wav,audio-only,surprised,Dogs are sitting by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-01-01-01-01-04.wav,audio-only,neutral,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-01-01-01-02-04.wav,audio-only,neutral,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-01-01-02-01-04.wav,audio-only,neutral,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-01-01-02-02-04.wav,audio-only,neutral,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-02-01-01-01-04.wav,audio-only,calm,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-02-01-01-02-04.wav,audio-only,calm,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-02-01-02-01-04.wav,audio-only,calm,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-02-01-02-02-04.wav,audio-only,calm,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-02-02-01-01-04.wav,audio-only,calm,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-02-02-01-02-04.wav,audio-only,calm,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-02-02-02-01-04.wav,audio-only,calm,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-02-02-02-02-04.wav,audio-only,calm,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-03-01-01-01-04.wav,audio-only,happy,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-03-01-01-02-04.wav,audio-only,happy,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-03-01-02-01-04.wav,audio-only,happy,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-03-01-02-02-04.wav,audio-only,happy,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-03-02-01-01-04.wav,audio-only,happy,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-03-02-01-02-04.wav,audio-only,happy,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-03-02-02-01-04.wav,audio-only,happy,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-03-02-02-02-04.wav,audio-only,happy,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-04-01-01-01-04.wav,audio-only,sad,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-04-01-01-02-04.wav,audio-only,sad,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-04-01-02-01-04.wav,audio-only,sad,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-04-01-02-02-04.wav,audio-only,sad,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-04-02-01-01-04.wav,audio-only,sad,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-04-02-01-02-04.wav,audio-only,sad,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-04-02-02-01-04.wav,audio-only,sad,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-04-02-02-02-04.wav,audio-only,sad,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-05-01-01-01-04.wav,audio-only,angry,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-05-01-01-02-04.wav,audio-only,angry,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-05-01-02-01-04.wav,audio-only,angry,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-05-01-02-02-04.wav,audio-only,angry,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-05-02-01-01-04.wav,audio-only,angry,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-05-02-01-02-04.wav,audio-only,angry,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-05-02-02-01-04.wav,audio-only,angry,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-05-02-02-02-04.wav,audio-only,angry,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-06-01-01-01-04.wav,audio-only,fearful,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-06-01-01-02-04.wav,audio-only,fearful,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-06-01-02-01-04.wav,audio-only,fearful,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-06-01-02-02-04.wav,audio-only,fearful,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-06-02-01-01-04.wav,audio-only,fearful,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-06-02-01-02-04.wav,audio-only,fearful,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-06-02-02-01-04.wav,audio-only,fearful,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-06-02-02-02-04.wav,audio-only,fearful,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-07-01-01-01-04.wav,audio-only,disgust,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-07-01-01-02-04.wav,audio-only,disgust,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-07-01-02-01-04.wav,audio-only,disgust,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-07-01-02-02-04.wav,audio-only,disgust,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-07-02-01-01-04.wav,audio-only,disgust,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-07-02-01-02-04.wav,audio-only,disgust,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-07-02-02-01-04.wav,audio-only,disgust,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-07-02-02-02-04.wav,audio-only,disgust,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-08-01-01-01-04.wav,audio-only,surprised,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-08-01-01-02-04.wav,audio-only,surprised,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-08-01-02-01-04.wav,audio-only,surprised,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-08-01-02-02-04.wav,audio-only,surprised,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-08-02-01-01-04.wav,audio-only,surprised,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-08-02-01-02-04.wav,audio-only,surprised,Kids are talking by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-08-02-02-01-04.wav,audio-only,surprised,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_04\03-01-08-02-02-02-04.wav,audio-only,surprised,Dogs are sitting by the door,female,
datasources\RAVDESS\RAVDESS_DATA\Actor_05\03-01-01-01-01-01-05.wav,audio-only,neutral,Kids are talking by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_05\03-01-01-01-01-02-05.wav,audio-only,neutral,Kids are talking by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_05\03-01-01-01-02-01-05.wav,audio-only,neutral,Dogs are sitting by the door,male,
datasources\RAVDESS\RAVDESS_DATA\Actor_05\03-01-01-01-02-02-05.wav,audio-only,neutral,Dogs are sitting by the door,male,
